c_id,sentiment,tweet1,tweet2,org,loc,per,oth,negative,positive
2315.0,Negative,Uefa charges Serbia and England: European football governing body Uefa charges the Serbian and English FAs follo... ,Uefa charges Serbia and England: European football governing body Uefa charges the Serbian and English FAs following the fracas at th...,"UEFA,SERBIA,ENGLAND","SERBIA,ENGLAND",,"SERBIAN,EUROPEAN,ENGLISH",60,9
2323.0,Negative,Lance Armstrong steps down from Livestrong as Nike ends contract: Lance Armstrong said Wednesday he is stepping ... ,Nike Dumps Lance Armstrong: Nike has terminated its contract with disgraced cyclist Lance Armstrong due to what ... ,NIKE,US,"LANCE ARMSTRONG,LANCE",,166,87
2339.0,Positive,Barrister heads Savile NHS probe: The Department of Health is to appoint a former barrister to oversee its inves... ,BBC #News - Barrister heads Savile NHS probe: The Department of Health is to appoint a former barrister to overs... ,"DEPARTMENT OF HEALTH,THE DEPARTMENT OF HEALTH,SAVILE NHS",,,,5,8
2356.0,Negative,U.N. peacekeeper killed in Darfur: A South African peacekeeper was killed in an ambush on a U.N. convoy in the restive Sudanese provi...,U.N. peacekeeper killed in Darfur: A South African peacekeeper was killed in an ambush on a U.N. convoy in the r... ,"U.N.,U.N",DARFUR,,"SOUTH AFRICAN,SUDANESE",10,0
2360.0,Positive,? RT @CBSNews: BREAKING: @CBSNews has learned the FBI has thwarted a plot to detonate a massive bomb outside the Federal Reserve in New York,BREAKING: @CBSNews has learned the FBI has thwarted a plot to detonate a massive bomb outside the Federal Reserve in New York.,"WWLTV,FEDERAL RESERVE,FBI,CBSNEWS",NEW YORK,CBSNEWS,,11,9
2361.0,Positive,"New York Federal Reserve Bomb Plot: New York Federal Reserve Bomb Plot, A Bangladeshi man with alleged al-Qaeda ... ",FBI thwarts plot to bomb Federal Reserve in New York - The Australian: FBI thwarts plot to bomb Federal Reserve ... ,"AL-QAEDA,FBI,CHICAGO TRIBUNE",NEW YORK,,"BANGLADESHI,AUSTRALIAN",62,154
2300.0,Positive,Boy Scouts of America to release alleged sex abuse files: Confidential files kept by the Boy Scouts of America on... ,Boy Scouts of America to release alleged sex abuse files: Confidential files kept by the Boy Scouts of America o... ,,AMERICA,,,49,154
2373.0,Negative,Government's Chief Whip Andrew Mitchell has resigned: The Government's Chief Whip Andrew Mitchell has resigned.R... ,News Mitchell resigns over police row Chief Whip Andrew Mitchell resigns over rude remarks he made to police officers ,WI,DOWNING STREET,"ANDREW MITCHELL,MITCHELL",,92,78
2374.0,Positive,Google's (NASDAQ:GOOG) Android Event to Coincide with Microsoft's (NASDAQ ... - Statesman Sentinel ,"Nasdaq Live: 3,104.12 Its +2.95 points up best dividend stocks at #nasdaq #stocks",STATESMAN SENTINEL,,,"NASDAQ,MICROSOFT'S",1,4
2368.0,Negative,Greece faces anti-austerity shutdown as EU meets - Yahoo! News Canada via @yahoocanadanews,Greece faces anti-austerity shutdown as EU meets - Yahoo! News Canada ,"YAHOO! NEWS CANADA,YAHOO!,YAHOOCANADANEWS,REUTERS,EU",GREECE,,,5,0
2384.0,Negative,Fears for 'disappeared' Syrians ,Fears for 'disappeared' Syrians,,,,SYRIANS,6,0
2392.0,Positive,Greek Workers Walk Out in National Strike to Protest Austerity - New York Times ,Greek Workers Walk Out in National Strike to Protest Austerity - NYTimes - ,NEW YORK TIMES,,,GREEK,2,4
2397.0,Negative,"'Emmanuelle' star Sylvia Kristel dies at age 60: Dutch actress Sylvia Kristel, star of 'Emmanuelle,' dies at age 60","Emmanuelle actress Kristel dies: Dutch actress Sylvia Kristel who starred in the 1974 erotic French film Emmanuelle, dies aged 60.",EMMANUELLE,,"KRISTEL,EMMANUELLE,SYLVIA KRISTEL","FRENCH,EMMANUELLE,DUTCH",89,68
2399.0,Positive,Tens of thousands rally in London against austerity...: Tens of thousands rally in London against austerity...(S... ,Thousands due at anti-cuts march: Tens of thousands of people are set to march through London in protest against the government's aus...,,LONDON,,,68,61
2403.0,Positive,Newsweek to cease print edition after 80 years: Newsweek will end its print publication after 80 years and shift... ,Newsweek to cease print edition after 80 years: Newsweek will end its print publication after 80 ... #AccessNorthGA,NEWSWEEK,US,,,11,238
2427.0,Negative,Clashes erupt at Greek anti-austerity protests: Greek police clashed with anti-austerity protesters hurling ston... ,Clashes erupt at Greek anti-austerity protests - Reuters: Irish IndependentClashes erupt at Greek anti-austerity... ,"REUTERS,YAHOO",,,"IRISH,GREEK",6,8
2430.0,Negative,"Syrian Military’s Bombing Attack Kills Dozens: Syrian military aircraft bombed a town in Idlib province, killing more than 40 people ...",Syrian Military’s Bombing Attack Kills Dozens: Airstrikes sent up dust and rubble and crushed several dozen peop... ,,IDLIB,,SYRIAN,3,3
2379.0,Negative,"Missing Oregon Woman's Body Found, Man Arrested: Police say searchers found body of 21-year-old Whitney Heichel on forested mountain,...","Missing Oregon Woman's Body Found, Man Arrested: Police say searchers found body of 21-year-old Whitney Heichel ... ",HEICHEL'S,OREGON,"WHITNEY HEICHEL,WHITNEY HEICHEL'S",,45,5
2437.0,Positive,"Google’s Stock Takes A Dive After Mid-Day Earnings Release, Trading Halted: Google just released it's Q3... #google",Google Stock Halted After Early Earnings Release Google stock (NASDAQ: GOOG) has halted trading as its third quarter... ,"GOOGLE,NEWS,GOOGLE STOCK",,,NASDAQ,86,66
2387.0,Negative,"George Galloway claims police officer entered his home in ""dirty tricks"" operation ","George Galloway's PA, her police officer husband and claims of 'dirty tricks' via @guardian @RatnaLachman",RATNALACHMAN,,"GEORGE GALLOWAY'S PA,GEORGE GALLOWAY",,11,0
2487.0,Negative,Big Tex o_O ain't nobody call and told me nothing... Damn damn damn!!,The Fratellis - Chelsea Dagger,"CHELSEA DAGGER,THE FRATELLIS",,,,5,0
2425.0,Negative,Lebanese senior security official among the dead in Beirut car bombing: Lebanon's senior security official Wissa... ,Lebanese government fuming over Homeland's portrayal of Beirut: Lebanese government officials are considering taking legal action ag...,,"BEIRUT,LEBANON",WISSA,"HOMELAND'S,LEBANON'S,LEBANESE",4,13
2494.0,Positive,TIGERS TIGERS TIGERS!! Bye bye yankees!!! #sweep #Tigers #ALChamps!!,"Goodbye yankees, u r about to be swept. Plenty time now for ARod to pick up girls.#yankees #Tigers @detroittigers","TIGERS,DETROIT TIGERS,DETROITTIGERS,YANKEES",,,,38,27
2495.0,Negative,Hell yea Tigers! Swept the Yankees! 🐯,Just too good for Yankees hell yeah tiger,"YANKEES,TIGERS",,,,5,0
2503.0,Positive,Emir of Qatar to be first head of state to visit Gaza: GAZA (Reuters) - The emir of pro-Western Qatar will becom... ,Emir of Qatar to be first head of state to visit Gaza - GAZA (Reuters) - The emir of pro-Western Qatar will become t... ,"REUTERS,KAIJZER","QATAR,GAZA",,BECOM,1,24
2508.0,Positive,Fire Destroys State Fair Of Texas Icon Big Tex: Fire destroys State Fair of Texas icon Big Tex, Fire destroys State Fair of Texas icon Big Tex: Fire destroys State Fair of Texas icon Big ... Now Hiring - Send CV,DETROIT,TEXAS,,,351,215
2509.0,Negative,(via POPSUGAR) Justin Timberlake and Jessica Biel Are Married!: Justin Timberlake and Jessica Biel got married ... ,"Justin Timberlake, Jessica Biel Are Married: Justin Timberlake and Jessica Biel were married Friday, the couple... ",,,"JESSICA BIEL,JUSTIN TIMBERLAKE",,120,50
2521.0,Negative,UN envoy opens Syrian truce talks: International peace envoy Lakhdar Brahimi begins talks with the Syrian government on a ceasefire a...,UN envoy opens Syrian truce talks: International peace envoy Lakhdar Brahimi begins talks with the Syrian govern... ,,"SYRIA,DAMASCUS","BRAHIMI,LAKHDAR BRAHIMI",SYRIAN,16,11
2525.0,Positive,UN envoy meets Syria president: International peace envoy Lakhdar Brahimi meets Syria's President Assad to discu... ,UN envoy meets Syria president: International peace envoy Lakhdar Brahimi meets Syria's President Assad to discuss a temporary ceasef...,UN,SYRIA,"ASSAD,LAKHDAR BRAHIMI",SYRIA'S,25,41
2526.0,Positive,Minister 'to sue Homeland makers' The Lebanese Tourism Minister has threatened to sue the makers of hit US TV series ,Minister 'to sue Homeland makers': Lebanon's tourism minister threatens to sue the makers of hit US TV series Ho... ,,US,,"LEBANON'S,LEBANESE",3,9
2534.0,Negative,Protesters break into grounds of Libya's parliament: TRIPOLI (Reuters) - About 500 protesters broke into the grounds... ,Protesters break into grounds of Libya's parliament: TRIPOLI (Reuters) - About 500 protesters broke into the gro... ,"REUTERS,BANI WALID","LIBYA,TRIPOLI",,LIBYA'S,32,8
2536.0,Negative,BBC journalist's Savile warning: The Newsnight producer behind the Sir Jimmy Savile investigation wa... - BBC #News,BBC News: BBC journalist's Savile warning: The Newsnight producer behind the Sir Jimmy Savile investigation warn... ,"BBC NEWS,BBC #NEWS,TOP BBC",,"JIMMY,JIMMY SAVILE",,78,26
2542.0,Negative,Taxi driver admits Sian murder: A taxi driver pleads guilty to the murder of Sian O'Callaghan who went missing after... ,Taxi driver admits Sian murder: A taxi driver pleads guilty to the murder of Sian O'Callaghan who went missing a... ,BBC ENGLAND,,"SIAN O'CALLAGHAN,SIAN",,17,2
2544.0,Positive,Syrian cease-fire by Muslim holiday?: A U.N.-Arab League envoy working for a cease-fire in Syria arrived in Dama... ,Green - Syrian cease-fire by Muslim holiday?: A U.N.-Arab League envoy working for a cease-fire in Syria arrived... ,U.N.,"SYRIA,DAMA",,"MUSLIM,ARAB,SYRIAN",1,12
2554.0,Negative,Beirut car bomb kills 8: A massive car bomb in central Beirut today killed at least eight people and wounded 78 ... ,Beirut car bomb kills 8: A massive car bomb in central Beirut today killed at least eight people and wounded mor... ,,BEIRUT,,,66,16
2558.0,Positive,"Beirut car bomb kills top official, 7 others: BEIRUT (AP) — A car bomb ripped through Beirut on Friday, killing a... ","Beirut car bomb kills top official, 7 others - By Bassam Mroue BEIRUT -- A car bomb ripped through Beirut on Fri... ",,"AP,BEIRUT","ASSOCI,BASSEM MROUE,BASSAM MROUE",,35,43
2575.0,Negative,"Hit And Runs: One Dead, 11 Injured A 32-year-old woman has been killed, and eleven others injured, in a #video #cardiff","One dead, 11 injured in series of hit and runs in Cardiff ",,CARDIFF,"MAN'S,KAT",,52,1
2577.0,Negative,"Top security official killed in Lebanon blast: Head of information branch of the security services, Wissam al-Ha... ",Top security official killed in Lebanon blast #Egypt,SECURITY SERVICES,"LEBANON,EGYPT",WISSAM AL-HA,,5,0
2579.0,Negative,A&amp;M latest campus to get bomb threat: Code Maroon Bomb threat received for campus in general. Evacuate campus by foot immediately.,Damn RT @TAMUCodeMaroon: Code Maroon: Bomb threat received for campus. Evacuate campus by foot immediately. Do not use a vehicle. 11:34am,,,,,9,3
2580.0,Negative,A&amp;M had a bomb threat class is immediately canceled. Texas state has a bomb threat and absolutely nothing changes.,"Another day, another bomb threat at a Texas university - this time it's Texas A&amp;M - ",TEXAS UNIVERSITY,"TEXAS,TEXAS STATE",,,8,5
2588.0,Negative,NHL cancels regular-season games through Nov. 1: The NHL has cancelled more games while holding out hope it can ... ,Season's toast. Almost not news now. RT @zerohedge: #NHL CANCELS REGULAR SEASON GAMES THROUGH NOV. 2,NHL,,,,35,1
2589.0,Negative,Just in: The NHL has announced the cancellation of regular season games through Nov. 1. (@CP24),"NHL cancels regular season through Nov. 1: The NHL, mired in a lockout with the players, announced Friday that it is canceling its re...",NHL,,,,12,0
2590.0,Negative,The NHL isn't playing? Didn't notice. RT @BreakingNews: NHL announces cancellation of regular season games through Nov. 1 - @CP24,"TSN.ca ALERT: NHL announces the cancellation of regular season games through Nov 1, 2012.",NHL,,,,25,1
2600.0,Negative,Ive just notcied ive been hashtagging stand up for cancer when its stand up to cancer aha oops,is watching stand up to cancer come on lets beat cancer :D,,,IVE,,16,4
2609.0,Negative,dirty dirty Leeds fans up to no good again,Typical dirty Leeds fans,LEEDS,,,,10,2
2610.0,Negative,Are there Leeds fans booing Chris Kirkland?! I feel sorry for genuine Leeds fans because these morons are making them look awful.,"What a disgrace that leeds united fan is fucking disgusted, hope chris kirkland is okay, all leeds fans are arseholes end of !!!!","LEEDS UNITED,LEEDS,ALL LEEDS",,"CHRIS KIRKLAND,KIRKLAND",,49,5
2611.0,Negative,Man jailed for Kirkland attack: A Cheltenham man is jailed after Sheffield Wednesday goalkeeper Chris Kirkland w... ,Man charged over Kirkland attack: A 21-year-old man is charged after Sheffield Wednesday goalkeeper Chris Kirkland w... ,"LEEDS,CHELTENHAM,SHEFFIELD",KIRKLAND,"CHRIS KIRKLAND,KIRKLAND",,166,12
2362.0,Positive,Top Boko Haram Member Arrested in Senator’s house: A high-profile member of the Boko Haram sect has been arreste... ,"BBC: Nigeria 'militant commander' held: The Nigerian army says it has arrested a senior commander of Boko Haram, as attacks by suspec...","SUSPEC,BOKO HARAM",NIGERIA,,NIGERIAN,26,15
2622.0,Negative,Gaza blockade ship boarded by Israeli navy: A ship hoping to break the Israeli blockade of Gaza was boarded and ... ,Israeli naval vessels take control of Gaza boat – USA TODAY: Haaretz Israeli naval vessels take control of Gaza ... ,HAARETZ ISRAELI NAVAL,"USA,GAZA",,ISRAELI,71,46
2623.0,Negative,VIDEO: French floods hit Lourdes shrine: Hundreds of Roman Catholic pilgrims have been evacuated from the sanctuary of Lourdes in Fra...,Pilgrims evacuated from Lourdes: Hundreds of Roman Catholic pilgrims are evacuated from the sanctuary of Lourdes... ,,"FRA,LOURDES",LOURDES,"ROMAN CATHOLIC,FRENCH",29,15
2624.0,Positive,"News: Pope Canonizes Kateri Tekakwitha and Marianne Cope: Kateri Tekakwitha is the first Native American saint, ... ",Bl. Kateri Tekakwitha -- Kateri Tekakwitha named first Native American saint in Vatican ceremony O ,CTV,,"MARIANNE COPE,KATERI TEKAKWITHA",AMERICAN,9,45
2626.0,Positive,Crowds throng London in march against UK austerity. #austerity #ows #osd #occupyLondon,UK protests: over 100000 march against austerity in London: (AGI) London - Over one hundred thousand people took... ,,"UK,LONDON",,,3,12
2633.0,Positive,Hotel official: Fidel Castro appears in public: Fidel Castro has appeared in public for the first time in months... ,Diet: Hotel official: Fidel Castro appears in public: Fidel Castro has appeared in public for the first time in ... ,,"AP,HAVANA",FIDEL CASTRO,,11,58
2634.0,Negative,"Nine killed in clashes with Kurdish militants in Turkey: DIYARBAKIR, Turkey (Reuters) - Nine people were killed ... ","Nine killed in clashes with Kurdish militants in Turkey - Politics News Headlines - Yahoo! News &gt;&gt; DIYARBAKIR, Tur... ","REUTERS,DAILY STAR NEWS,GT,YAHOO!","DIYARBAKIR,TURKEY,TUR",,KURDISH,6,0
2636.0,Positive,Pope names Native American saint: A Native American and six others are named as saints by Pope Benedict XVI at the start of a new dri...,Pope names Native American saint: A Native American and six others are named as saints by Pope Benedict XVI at t... ,,,"BENEDICT,BENEDICT XVI","NATIVE AMERICAN,AMERICAN",3,43
2642.0,Positive,Blessed Pedro Calungsod is now Saint Pedro Calungsod. New milestone for us Filipinos! Yay.,Blessed Pedro Calungsod is now a Saint! Viva San Pedro Calungsod de Cebu!,,"VIVA SAN PEDRO CALUNGSOD DE CEBU,US",PEDRO CALUNGSOD,,22,33
2646.0,Positive,"Protesters to march against cuts: A march is to take place in Glasgow in protest at public spending cuts, which ... ","#News Protesters in march against cuts: A march takes place in Glasgow in protest at public spending cuts, as... #Stiri","BBC NEWS,BBC NEWSPROTESTERS",GLASGOW,,,1,8
2649.0,Negative,Libya government says former Gaddafi spokesman captured: TRIPOLI (Reuters) - The former spokesman of Muammar Gad... ,Libya government says former Gaddafi spokesman captured - TRIPOLI (Reuters) - The former spokesman of Muammar Gaddaf... ,"REUTERS,MUAMMAR","LIBYA,TRIPOLI","GADDAFI,MUAMMAR GAD,MUAMMAR GADDAF",,75,25
